"Id","SalePrice"
1907,204821.061533333
1908,118858.4888
1909,132771.972766667
1910,125589.856466667
1911,197862.413966667
1912,270461.986266667
1913,152438.474133333
1914,73504.8229333333
1915,323931.064066667
1916,178809.748887583
1917,257160.470466667
1918,135088.017933333
1919,159975.613833333
1920,167168.566933333
1921,407989.741933333
1922,330750.279333333
1923,201055.413066667
1924,222916.4051
1925,226491.8538
1926,376041.600833333
1927,136250.110533333
1928,157112.046
1929,123924.869233333
1930,135683.545166667
1931,140888.9005
1932,139082.555866667
1933,176851.3491
1934,181800.521933333
1935,177340.984266667
1936,187116.2645
1937,183699.2963
1938,173801.328
1939,255109.216033333
1940,194920.774166667
1941,179091.9333
1942,191910.3771
1943,197561.5552
1944,323039.398633333
1945,363071.627433333
1946,178809.748887583
1947,304171.728433333
1948,173341.297733333
1949,242207.092633333
1950,174597.025733333
1951,255257.299633333
1952,231330.508666667
1953,164299.369266667
1954,195437.018266667
1955,129654.280766667
1956,287854.708433333
1957,169745.943366667
1958,312224.941733333
1959,142451.021166667
1960,114973.621833333
1961,118450.7332
1962,94862.1619333333
1963,102225.535766667
1964,111311.256966667
1965,147540.567533333
1966,146786.824
1967,295682.725633333
1968,410240.105766666
1969,374516.238866667
1970,420074.6023
1971,412359.4078
1972,352608.311933333
1973,270257.9125
1974,321944.4701
1975,457987.9724
1976,277581.4742
1977,372650.051666667
1978,355016.7027
1979,321940.711966667
1980,195330.186033333
1981,332294.821766667
1982,227811.819166667
1983,214420.964333333
1984,169491.620566667
1985,213539.783633333
1986,216467.3943
1987,179841.2584
1988,179976.6835
1989,190133.894766667
1990,220529.395
1991,220506.8365
1992,211709.504533333
1993,171617.845966667
1994,238863.867533333
1995,183828.7183
1996,258999.073866667
1997,312497.883066666
1998,337751.971333333
1999,251052.975966667
2000,294867.9373
2001,275846.073533333
2002,243939.0258
2003,258786.8775
2004,270982.2636
2005,227916.223633333
2006,223159.549266667
2007,250586.7084
2008,210942.748366667
2009,196824.3196
2010,192559.041333333
2011,136268.408133333
2012,178671.839433333
2013,181822.042433333
2014,193916.6085
2015,197728.650733333
2016,197378.708066667
2017,202794.0824
2018,125317.660666667
2019,130179.653933333
2020,116002.895533333
2021,115448.231266667
2022,178345.043033333
2023,150045.8035
2024,239166.738266667
2025,329903.444633333
2026,183348.219133333
2027,152680.1538
2028,156022.821533333
2029,171371.0193
2030,272497.306233333
2031,230436.935733333
2032,252516.264766667
2033,262670.4001
2034,164693.995766667
2035,204449.3012
2036,184513.060566667
2037,191365.7612
2038,296495.610166667
2039,208869.21
2040,359608.695
2041,278055.290533333
2042,203134.478566667
2043,166220.362366667
2044,171052.508766667
2045,215358.157666667
2046,135519.8856
2047,152372.801266667
2048,132043.742266667
2049,137489.7378
2050,179030.923433333
2051,107971.3546
2052,134347.948333333
2053,141060.688533333
2054,90263.5070333334
2055,162077.6942
2056,131612.298066667
2057,125665.414933333
2058,224917.181833333
2059,135987.7427
2060,159824.4748
2061,170845.2893
2062,135592.004166667
2063,111860.7604
2064,135904.0224
2065,119562.3911
2066,177637.421166667
2067,135054.393233333
2068,140996.784133333
2069,87910.1164333333
2070,108593.490533333
2071,100440.727133333
2072,136815.7696
2073,137289.058666667
2074,172492.174166667
2075,142089.8455
2076,117759.3988
2077,146451.3409
2078,128329.0779
2079,132069.1027
2080,114128.671833333
2081,122270.723433333
2082,134057.0739
2083,141942.800566667
2084,111185.7204
2085,132537.633433333
2086,122513.239033333
2087,119023.8938
2088,108322.720566667
2089,91585.2690333333
2090,133978.856266667
2091,125468.273333333
2092,132672.041533333
2093,138288.296233333
2094,124362.727033333
2095,146304.926333333
2096,89309.2777
2097,97652.6006666667
2098,144067.282033333
2099,67706.0537
2100,117946.407966667
2101,128091.4288
2102,140851.114033333
2103,106256.563233333
2104,135713.093466667
2105,129978.170933333
2106,86383.8376333333
2107,212200.361433333
2108,116730.7644
2109,115254.421966667
2110,130451.252666667
2111,156439.716233333
2112,142018.152866667
2113,117190.9744
2114,110243.622966667
2115,154467.860966667
2116,114509.2116
2117,148901.4081
2118,122027.631433333
2119,110194.1651
2120,110695.3989
2121,178809.748887583
2122,107307.436066667
2123,94834.7651333333
2124,173163.401633333
2125,135574.4516
2126,161902.955466667
2127,149678.0309
2128,130840.704633333
2129,106111.8306
2130,145042.772633333
2131,157555.572633333
2132,118364.521233333
2133,117687.420766667
2134,123346.922366667
2135,107740.635733333
2136,92001.9752
2137,116582.428333333
2138,135484.910733333
2139,153396.797633333
2140,131588.383366667
2141,139231.780066667
2142,135608.390266667
2143,145526.2156
2144,122499.470233333
2145,131720.9591
2146,152532.318166667
2147,165828.501033333
2148,131644.942066667
2149,147491.065266667
2150,213542.805433333
2151,119532.9762
2152,178809.748887583
2153,158109.842133333
2154,109616.778033333
2155,131827.120466667
2156,241524.5878
2157,237729.834166667
2158,233790.187333333
2159,214300.3114
2160,170641.432066667
2161,251665.013433333
2162,395139.297633333
2163,336389.853766667
2164,255598.0341
2165,185816.8621
2166,141358.002233333
2167,207346.087533333
2168,209068.093133333
2169,193854.695666667
2170,216892.084366667
2171,146445.989033333
2172,137867.969233333
2173,160553.7291
2174,234999.670466667
2175,297027.966833333
2176,318549.464466667
2177,250095.498766667
2178,215905.591833333
2179,142841.359066667
2180,224406.033033333
2181,193792.461433333
2182,227846.396133333
2183,194937.941733333
2184,135554.5014
2185,132256.737666667
2186,143913.670066667
2187,150812.5025
2188,154146.084366667
2189,178809.748887583
2190,87184.8122333333
2191,90783.0914666667
2192,96917.0807666667
2193,96408.6038333333
2194,101077.306033333
2195,112435.529866667
2196,114305.034733333
2197,114731.594666667
2198,151090.5478
2199,167057.643833333
2200,129339.393533333
2201,128507.822733333
2202,186582.486533333
2203,165972.229766667
2204,171731.912
2205,112856.8704
2206,131991.845066667
2207,211193.656066667
2208,228610.2818
2209,195621.842566667
2210,122223.629733333
2211,111722.826166667
2212,110939.236933333
2213,103918.405166667
2214,148537.205766667
2215,102539.263633333
2216,149174.962366667
2217,178809.748887583
2218,91111.4716
2219,76937.5710333334
2220,81581.9164
2221,322681.0548
2222,259784.009133333
2223,288895.326266667
2224,228672.337766667
2225,143462.8866
2226,191479.779433333
2227,204918.4484
2228,281279.092633333
2229,242048.8709
2230,162807.492
2231,214365.615066667
2232,186276.806266667
2233,179171.943733333
2234,245418.437633333
2235,218071.3757
2236,273248.149766667
2237,358397.411
2238,207248.638366667
2239,114010.581566667
2240,161949.497633333
2241,155481.8674
2242,136056.1445
2243,129459.6119
2244,96427.7041
2245,95085.0327
2246,141976.6443
2247,105253.977066667
2248,122331.595533333
2249,123854.3262
2250,132972.473933333
2251,178809.748887583
2252,180889.062366667
2253,159576.4668
2254,181104.9057
2255,191247.815533333
2256,181811.4269
2257,202834.197033333
2258,173442.181766667
2259,181756.890533333
2260,153607.4782
2261,185846.156033333
2262,206219.805966667
2263,340778.630866667
2264,421887.854033333
2265,170823.185
2266,276713.979633333
2267,341982.479633333
2268,368610.502133333
2269,159865.624166667
2270,179332.346433333
2271,231794.2244
2272,200196.587666667
2273,166531.173766667
2274,171950.211666667
2275,167728.606333333
2276,175774.025333333
2277,184099.228266667
2278,151406.673433333
2279,121895.817833333
2280,119299.4166
2281,180653.075033333
2282,186206.991666667
2283,96974.7844
2284,107971.930733333
2285,142799.531666667
2286,126505.929533333
2287,336612.484566667
2288,272026.472166666
2289,365703.7225
2290,412304.5418
2291,324645.179266666
2292,399623.6104
2293,445123.871333333
2294,390230.283266666
2295,434078.142366666
2296,273034.0187
2297,317334.513433333
2298,324114.1678
2299,377479.1525
2300,323547.747733333
2301,287915.4277
2302,244261.923166667
2303,244228.698566667
2304,244652.366133333
2305,183487.193533333
2306,185092.0987
2307,190683.814433333
2308,224610.269333333
2309,277427.995533333
2310,216584.1673
2311,197073.297066667
2312,177759.130966667
2313,176852.28
2314,175557.156833333
2315,175258.9251
2316,200819.679466667
2317,179572.607633333
2318,178319.340266667
2319,175005.291266667
2320,182763.671766667
2321,247327.1023
2322,172549.516066667
2323,176124.407633333
2324,169023.339066667
2325,217625.0856
2326,165825.317533333
2327,212083.049766667
2328,219832.091966667
2329,183650.055433333
2330,178844.4163
2331,345729.614233333
2332,376719.715133333
2333,310441.7257
2334,260857.9721
2335,259932.449333333
2336,322905.760966667
2337,202904.7417
2338,279499.705666667
2339,234013.664466667
2340,383619.118766667
2341,221839.731966667
2342,238397.4278
2343,219943.4663
2344,240396.2897
2345,243080.385933333
2346,213388.491933333
2347,196377.7505
2348,226634.828
2349,169874.7045
2350,293696.771366667
2351,268569.115466667
2352,249849.3649
2353,260189.826666667
2354,123823.293266667
2355,141165.391766667
2356,150754.5811
2357,202536.720866667
2358,201626.397333333
2359,123041.656733333
2360,119134.2388
2361,136958.052866667
2362,262938.218333333
2363,140072.375933333
2364,151657.113366667
2365,212113.579466667
2366,189066.4903
2367,227606.319033333
2368,205538.409433333
2369,227208.785133333
2370,170582.583
2371,170788.444233333
2372,185040.100933333
2373,262632.1746
2374,290892.7869
2375,245289.547966667
2376,265764.5858
2377,319990.602566667
2378,143750.156733333
2379,196607.462533333
2380,144716.860133333
2381,158764.733733333
2382,192652.4685
2383,211575.4563
2384,239282.191133333
2385,154994.071266667
2386,139394.598166667
2387,134283.727833333
2388,114112.569466667
2389,125751.17
2390,140176.719133333
2391,133829.102133333
2392,113053.861733333
2393,161755.0696
2394,146614.4908
2395,196412.847933333
2396,147024.920166667
2397,199317.725033333
2398,125703.7596
2399,64107.1579666667
2400,64562.5329
2401,116499.054433333
2402,133859.573833333
2403,131981.9959
2404,151522.4734
2405,158909.0332
2406,132474.519166667
2407,125321.915533333
2408,136934.573833333
2409,135814.686066667
2410,164584.9248
2411,119737.7444
2412,153430.395466667
2413,137408.412566667
2414,128940.238433333
2415,130871.475966667
2416,125309.610633333
2417,127584.172
2418,121757.064733333
2419,131843.8861
2420,125086.654333333
2421,149539.975166667
2422,116698.798833333
2423,130898.4513
2424,151014.839533333
2425,226936.477566667
2426,130499.000866667
2427,135907.366
2428,168383.063033333
2429,115781.7882
2430,128081.921733333
2431,120063.118433333
2432,131350.808
2433,142446.338666667
2434,141873.9645
2435,152307.2434
2436,108135.6532
2437,112688.321
2438,123479.8109
2439,114664.398066667
2440,120200.6207
2441,102352.854166667
2442,105089.443666667
2443,115461.776166667
2444,127112.4238
2445,91570.0387
2446,133425.415033333
2447,205633.7177
2448,147995.9037
2449,109605.4229
2450,150248.543533333
2451,128818.957233333
2452,209962.070466667
2453,101784.4432
2454,128357.439666667
2455,110445.912666667
2456,133210.666
2457,118793.6929
2458,114892.478166667
2459,110709.0881
2460,136811.925133333
2461,116223.8697
2462,135376.454966667
2463,116497.230133333
2464,162510.083466667
2465,130380.921866667
2466,115836.371966667
2467,145383.323933333
2468,94428.8461666667
2469,92118.3313666667
2470,187473.228033333
2471,191151.385566667
2472,172606.754433333
2473,116550.4288
2474,178809.748887583
2475,216501.2885
2476,111212.184266667
2477,128496.335233333
2478,161937.667133333
2479,116187.556766667
2480,140413.360166667
2481,124325.073533333
2482,131016.194833333
2483,115473.8802
2484,123014.5429
2485,121377.602933333
2486,151428.763666667
2487,187703.6134
2488,138989.6237
2489,149909.3244
2490,178809.748887583
2491,101854.3743
2492,188028.945266667
2493,143129.471266667
2494,162656.953833333
2495,108875.7643
2496,222053.597966667
2497,146353.998666667
2498,113945.0537
2499,96756.0894
2500,134759.7163
2501,133342.917633333
2502,143511.7008
2503,110558.844133333
2504,185885.625133333
2505,220720.465533333
2506,256186.5421
2507,314077.8661
2508,256783.142133333
2509,222793.8118
2510,229467.079033333
2511,186590.928833333
2512,213397.4876
2513,218000.3252
2514,239710.298833333
2515,148110.648633333
2516,164746.866666667
2517,130563.615133333
2518,141172.1725
2519,223805.625266667
2520,206921.1455
2521,196439.260366667
2522,219135.9175
2523,130862.9958
2524,137365.1201
2525,143746.490033333
2526,138345.530066667
2527,115218.234966667
2528,127890.1008
2529,130144.570066667
2530,118597.193833333
2531,247575.7755
2532,228806.369233333
2533,199532.192133333
2534,244857.3697
2535,284127.681333333
2536,226920.770066667
2537,219893.9615
2538,181523.3439
2539,185094.479933333
2540,180642.4956
2541,178418.9432
2542,170826.553766667
2543,131537.239933333
2544,126533.105
2545,131995.4759
2546,143089.485566667
2547,136002.6682
2548,154298.901866667
2549,164262.226533333
2550,406489.603333333
2551,143584.716833333
2552,119554.442833333
2553,89628.9280333334
2554,114234.733633333
2555,108374.717666667
2556,106826.871866667
2557,117233.887166667
2558,156156.4209
2559,137366.183866667
2560,126238.7007
2561,122343.4066
2562,131111.739366667
2563,141114.9223
2564,171683.8726
2565,131313.855033333
2566,152327.165366667
2567,126098.935633333
2568,190265.987666667
2569,190675.015066667
2570,121746.866066667
2571,186700.329233333
2572,168880.3758
2573,219790.115633333
2574,276952.334666667
2575,126313.9498
2576,132479.620866667
2577,178809.748887583
2578,97906.4837666667
2579,81217.6367666666
2580,136720.6903
2581,130398.240366667
2582,117877.9094
2583,281038.179866667
2584,164147.932033333
2585,196707.498766667
2586,206165.190633333
2587,204016.020066667
2588,141565.951566667
2589,144812.6804
2590,222026.578133333
2591,206528.226866667
2592,225657.2635
2593,259361.949333333
2594,174315.993
2595,206097.0941
2596,334149.4812
2597,196351.5982
2598,264298.1454
2599,324581.369266667
2600,171647.147766667
2601,141735.654266667
2602,86913.9516333333
2603,94782.0032333334
2604,88562.9549333333
2605,86966.2745666667
2606,145440.3986
2607,174702.1155
2608,194138.666333333
2609,159927.826966667
2610,110400.617533333
2611,152247.972
2612,152210.412866667
2613,126091.717
2614,124223.850366667
2615,151479.6075
2616,134879.6591
2617,177955.228066667
2618,181538.212933333
2619,209582.0872
2620,184208.010133333
2621,186730.167066667
2622,190811.697566667
2623,247570.376433333
2624,288641.583433333
2625,309172.749433333
2626,167807.579466667
2627,177356.458966667
2628,410199.466833333
2629,487602.3275
2630,339284.239633333
2631,442614.914866666
2632,403392.030633333
2633,295951.9016
2634,379965.813366666
2635,152136.702233333
2636,189142.508233333
2637,173940.2141
2638,252153.981166667
2639,182178.948
2640,153178.919
2641,109485.773366667
2642,198766.756633333
2643,108399.2726
2644,131773.475
2645,98033.0904666667
2646,93080.305
2647,98819.9061333333
2648,139906.443533333
2649,138680.134433333
2650,140806.8
2651,149149.048833333
2652,420310.889966666
2653,250613.3702
2654,260588.415833333
2655,367436.703166667
2656,321299.972666667
2657,315283.8761
2658,280990.842466667
2659,296671.513
2660,324353.902666667
2661,333276.6145
2662,346649.241833334
2663,280462.195766667
2664,274995.966866667
2665,311133.914333333
2666,282604.477333333
2667,170138.8534
2668,176672.4358
2669,179036.7114
2670,282777.26
2671,178765.819133333
2672,186625.3467
2673,213022.079866667
2674,212942.182933333
2675,166342.530566667
2676,187226.188733333
2677,200399.764866667
2678,259306.245533333
2679,280906.7184
2680,274410.117166667
2681,391491.444166666
2682,326458.433633333
2683,489521.7614
2684,302146.7622
2685,337384.930833333
2686,262777.4778
2687,322005.4234
2688,231384.1783
2689,206325.396
2690,461446.485933333
2691,193851.682133333
2692,126270.829866667
2693,194483.8321
2694,125011.446866667
2695,193146.246233333
2696,185848.703966667
2697,200688.121266667
2698,201512.167266667
2699,182484.3056
2700,170573.651433333
2701,160189.614166667
2702,120065.360733333
2703,133836.555566667
2704,139100.827033333
2705,124605.7469
2706,118403.913966667
2707,124938.7974
2708,133117.569033333
2709,109417.38
2710,123116.560533333
2711,273033.395533333
2712,360606.6315
2713,168046.782966667
2714,150101.117566667
2715,172856.887166667
2716,156599.317166667
2717,187001.454033333
2718,241494.258066667
2719,154423.697233333
2720,164095.488933333
2721,140772.694833333
2722,164847.100633333
2723,146491.559966667
2724,127054.02
2725,134172.827333333
2726,144704.735433333
2727,170557.4865
2728,170225.573733333
2729,154891.591966667
2730,143418.089066667
2731,120285.054333333
2732,117172.8736
2733,160886.446966667
2734,145763.5504
2735,131727.005666667
2736,144993.7327
2737,121103.6955
2738,134925.9399
2739,158652.035366667
2740,134520.939633333
2741,148136.342
2742,152292.6249
2743,148624.8939
2744,147046.987
2745,135125.775766667
2746,129988.446266667
2747,157928.763833333
2748,126170.485033333
2749,127521.764366667
2750,132885.094966667
2751,125534.895866667
2752,231624.719066667
2753,149082.819133333
2754,221743.433666667
2755,125608.870133333
2756,97424.3927666666
2757,83630.5317333333
2758,90940.5459
2759,153612.365866667
2760,144762.064133333
2761,145502.177466667
2762,143809.395666667
2763,186306.208466667
2764,167591.988233333
2765,253562.454433333
2766,136766.4849
2767,90798.7933666667
2768,127656.2901
2769,129107.5943
2770,146314.888266667
2771,119278.740133333
2772,118345.070566667
2773,163076.4665
2774,135984.982
2775,133786.5561
2776,137492.963433333
2777,147810.225066667
2778,109906.211566667
2779,142187.549233333
2780,107520.794533333
2781,103812.300133333
2782,100518.691733333
2783,106533.373433333
2784,126876.439433333
2785,141618.505966667
2786,77240.5007
2787,115469.769266667
2788,91067.5837
2789,182881.187233333
2790,95838.4286333334
2791,119554.540066667
2792,81342.3488666667
2793,174454.744833333
2794,105343.025966667
2795,118710.6832
2796,102935.315766667
2797,189655.409966667
2798,117838.683433333
2799,123757.614433333
2800,81123.5165666667
2801,111626.9732
2802,131285.562733333
2803,153540.5849
2804,147569.7335
2805,97292.0729333333
2806,94867.4899666667
2807,147886.725466667
2808,146904.393333333
2809,131327.8558
2810,133877.7605
2811,166044.208766667
2812,143653.597
2813,154543.216166667
2814,152912.897733333
2815,103011.057066667
2816,230390.2014
2817,143083.906966667
2818,129520.1132
2819,175115.255333333
2820,140199.938333333
2821,110671.783133333
2822,193405.268133333
2823,245949.320366667
2824,178578.9342
2825,154632.1339
2826,131976.460766667
2827,140804.0191
2828,234099.3727
2829,199036.6898
2830,233292.446866667
2831,189134.655033333
2832,234257.3386
2833,292063.982033333
2834,215665.460933333
2835,218717.065733333
2836,194268.356033333
2837,161916.458866667
2838,145071.933366667
2839,183091.870466667
2840,195191.309466667
2841,202470.330633333
2842,220437.214733333
2843,145653.175666667
2844,159305.5425
2845,121066.905066667
2846,210756.678333333
2847,200096.8386
2848,211076.202233333
2849,210762.992066667
2850,281137.866133333
2851,233221.2939
2852,231046.344333333
2853,236531.233633333
2854,139101.158066667
2855,201423.9568
2856,208344.878133333
2857,187884.072366667
2858,199552.260733333
2859,137242.494266667
2860,124249.426333333
2861,134153.696766667
2862,198496.001566667
2863,116491.788933333
2864,252939.1669
2865,142451.3579
2866,136335.448866667
2867,95653.3801333333
2868,119390.4858
2869,127144.588933333
2870,154166.1855
2871,105161.7705
2872,65356.1432666666
2873,105172.828933333
2874,136777.532166667
2875,120588.571366667
2876,153463.505533333
2877,139789.462133333
2878,163104.0697
2879,139007.0723
2880,107572.145133333
2881,150162.2366
2882,160407.732066667
2883,175513.752766667
2884,184334.502
2885,183857.975433333
2886,200154.4836
2887,102943.275533333
2888,124408.6057
2889,65701.1952666666
2890,87808.5688333333
2891,136991.488966667
2892,67959.0233333333
2893,111451.7885
2894,66508.1021
2895,303497.420566667
2896,286622.9113
2897,200538.487066667
2898,153055.078233333
2899,227646.013533333
2900,157082.3151
2901,189955.222566667
2902,189292.0638
2903,343483.195533333
2904,342701.1424
2905,178809.748887583
